"ID","workplace.belonging_1","workplace.belonging_2","workplace.belonging_3","workplace.belonging_4","workplace.belonging_5","workplace.belonging_6","biology.belonging_1","biology.belonging_2","biology.belonging_3","biology.belonging_4","biology.belonging_5","biology.belonging_6","climate_campus","climate_dept","climate_lab","climate_student","climate_teach","gender","race","lgbtq","lgbtq.discrim._1","lgbtq.discrim._2","lgbtq.discrim._3","lgbtq.discrim._4","lgbtq.climate_1","lgbtq.climate_2","lgbtq.climate_3","lgbtq.climate_4","lgbtq.climate_5","lgbtq.climate_6","lgbtq.climate2_1","lgbtq.climate2_2","lgbtq.climate2_3","lgbtq.climate2_4","lgbtq.climate2_5","lgbtq.climate2_6","lbtq.climate3_1","lbtq.climate3_2","lbtq.climate3_3","lbtq.climate3_4","lbtq.climate3_5","lbtq.climate3_6","lbtq.climate3_7","lbtq.climate3_8","outness_friends","outness_immediatefam","outness_extendedfam","outness_coworkers","outness_lab","outness_gradcourse","outness_undergrads","outness_broadly","personal_eb_work","personal_eb_outside","other_eb","workplace_sob_mean","biology_sob_mean","workplace_fom_mean","biology_fom_mean","lgbtq.discrim_mean","climate_inclusion_mean","climate_exclusion_mean","race2","gender2","lgbtq2","lgbq","tgnc","job2","region"
66,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"white","man","no",NA,NA,"faculty","southeastUS"
67,8,8,8,8,8,8,8,8,8,8,8,8,"neutral","neutral","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,8,8,8,NA,NA,NA,"white","woman","no",NA,NA,"staff","midwestUS"
68,2,6,4,3,4,4,3,4,5,6,6,7,"uncomfortable","uncomfortable","uncomfortable",NA,NA,"Woman","White","Yes",2,4,4,1,4,3,3,3,2,2,3,2,2,2,4,3,2,3,1,4,4,3,3,4,"Out","Out","Out","Out to most","Out",NA,NA,"Out to most","no","no","no",4,4,3.66666666666667,6.33333333333333,2.75,3.33333333333333,2.125,"white","woman","yes","yes","yes","faculty","westUS"
69,8,8,8,7,7,5,4,6,6,5,5,5,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,5.33333333333333,6.33333333333333,5,NA,NA,NA,"white","woman","no",NA,NA,"faculty","midwestUS"
70,10,10,10,8,10,8,7,6,6,6,7,5,"comfortable","very comfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,6.33333333333333,8.66666666666667,6,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
71,7,7,7,5,5,5,9,9,9,9,9,9,"comfortable","comfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7,9,5,9,NA,NA,NA,"white","man","no",NA,NA,"faculty","midwestUS"
72,10,9,9,10,10,10,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,7,8,8,3,5,1,3,5,5,7,5,3,"neutral","comfortable","very comfortable","","very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.66666666666667,4.33333333333333,3,5,NA,NA,NA,"white","man","no",NA,NA,"faculty","midwestUS"
74,9,6,7,8,9,8,7,7,7,5,7,5,"uncomfortable","uncomfortable","comfortable",NA,NA,"Man","Decline to state","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.33333333333333,7,8.33333333333333,5.66666666666667,NA,NA,NA,NA,"man",NA,NA,NA,"postdoc","westUS"
75,9,10,10,10,9,8,9,10,10,10,10,9,"very uncomfortable","very uncomfortable","very uncomfortable",NA,"very uncomfortable","Woman","Black or African American","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.66666666666667,9.66666666666667,9,9.66666666666667,NA,NA,NA,"other","woman","no",NA,NA,"faculty","southeastUS"
76,9,9,9,9,9,9,5,5,9,6,8,7,"very comfortable","very comfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,6.33333333333333,9,7,NA,NA,NA,"white","man","no",NA,NA,"faculty","southeastUS"
77,5,5,5,10,10,5,10,6,5,4,5,5,NA,"uncomfortable","neutral","neutral","neutral","Woman","American Indian or Alaska Native","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,7,8.33333333333333,4.66666666666667,NA,NA,NA,"other","woman","no",NA,NA,"faculty",NA
78,7,7,9,7,3,3,10,10,10,10,10,8,"neutral","comfortable","very comfortable",NA,NA,"Non-binary or gender fluid","White","Yes",2,2,2,1,4,2,3,4,4,2,4,5,3,1,4,4,2,4,2,4,4,1,5,5,"Out","Not out","Not out","Out to some","Out",NA,NA,"Out","yes","yes","yes",7.66666666666667,10,4.33333333333333,9.33333333333333,1.75,4.08333333333333,2.25,"white","nonbinary/genderfluid","yes","yes","yes","postdoc","midwestUS"
79,1,3,2,1,0,0,5,10,10,10,10,5,"very uncomfortable","very uncomfortable","very uncomfortable","very uncomfortable","very uncomfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",2,8.33333333333333,0.333333333333333,8.33333333333333,NA,NA,NA,"asian","woman","no",NA,NA,"faculty","midwestUS"
80,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nonprofit","midwestUS"
81,9,9,9,10,10,8,10,9,10,10,10,9,NA,NA,NA,NA,NA,"Woman","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,9.66666666666667,9.33333333333333,9.66666666666667,NA,NA,NA,"latinx","woman","no",NA,NA,"faculty","northeastUS"
82,6,6,6,8,8,8,7,8,7,9,9,9,"neutral","neutral","neutral",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6,7.33333333333333,8,9,NA,NA,NA,"white","woman","no",NA,NA,"staff","northeastUS"
83,9,9,9,9,9,8,7,8,8,8,8,8,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","Yes",6,6,6,6,5,2,3,4,3,1,4,2,3,2,5,4,1,4,2,5,4,2,4,4,"Out","Out","Out","Out","Out","Not out",NA,"Not out","no","no","no",9,7.66666666666667,8.66666666666667,8,6,4.08333333333333,1.875,"white","man","yes","yes","no","faculty","midwestUS"
84,9,9,9,9,9,9,9,9,9,9,9,9,"comfortable","comfortable","comfortable","comfortable","comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,9,9,9,NA,NA,NA,"white","man","no",NA,NA,"postdoc",NA
85,3,3,2,1,1,1,6,6,6,7,8,9,"uncomfortable","uncomfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",2.66666666666667,6,1,8,NA,NA,NA,"white","man","no",NA,NA,"faculty","westUS"
86,2,3,5,2,2,5,10,10,10,10,10,10,NA,NA,NA,NA,NA,"Man","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",3.33333333333333,10,3,10,NA,NA,NA,"latinx","man","no",NA,NA,"faculty","southwestUS"
87,10,10,10,10,10,5,3,3,3,10,8,5,"neutral","neutral","very comfortable",NA,"very comfortable","Man","Black or African American","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,3,8.33333333333333,7.66666666666667,NA,NA,NA,"other","man","no",NA,NA,"faculty","northeastUS"
88,7,7,7,7,6,4,7,7,7,7,7,5,"neutral","neutral","comfortable",NA,"comfortable","Woman","White","Yes",1,1,1,1,2,2,1,2,2,3,3,3,4,1,1,2,2,2,2,4,4,4,3,4,"Out to a few","Out to a few","Not out","Not out","Not out","Not out","Not out","Not out","no","no","no",7,7,5.66666666666667,6.33333333333333,1,2.5,2.625,"white","woman","yes","yes","yes","faculty","westUS"
89,8,7,9,9,9,6,1,6,6,6,6,9,"very comfortable","comfortable","very comfortable",NA,"comfortable","Man","Decline to state","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,4.33333333333333,8,7,NA,NA,NA,NA,"man","no",NA,NA,"faculty","southeastUS"
90,9,7,7,8,8,10,3,3,3,5,7,5,"very comfortable","very comfortable","very comfortable",NA,NA,"Non-binary or gender fluid","White","Yes",3,3,3,2,4,2,4,4,4,1,4,2,2,2,5,4,2,4,2,4,4,3,3,4,"Out","Out","Out to most","Out to a few","Out",NA,NA,NA,"no","yes","no",7.66666666666667,3,8.66666666666667,5.66666666666667,2.75,4,2,"white","nonbinary/genderfluid","yes","yes","yes","staff","southwestUS"
91,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","Yes",5,5,6,4,5,1,4,4,4,1,4,2,4,2,5,5,2,4,1,4,4,2,4,4,"Out","Out","Out","Out","Out","Out","Out to most","Out to some","no","no","no",10,10,10,10,5,4.25,1.875,"white","man","yes","yes","no","faculty","westUS"
92,5,8,8,5,5,3,8,8,8,8,8,7,"neutral","comfortable","very comfortable",NA,"neutral","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7,8,4.33333333333333,7.66666666666667,NA,NA,NA,"white","man","no",NA,NA,"faculty","outsideUS"
93,10,10,10,10,10,10,7,7,7,7,10,7,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,7,10,8,NA,NA,NA,"white","woman","no",NA,NA,"industry","westUS"
94,10,10,9,10,9,10,7,7,7,7,7,7,"very comfortable","very comfortable","very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.66666666666667,7,9.66666666666667,7,NA,NA,NA,"white","man","no",NA,NA,"government","southeastUS"
95,10,10,10,10,10,10,10,7,8,10,10,10,"uncomfortable","very comfortable","very comfortable",NA,"comfortable","Woman","White","Yes",2,2,5,4,5,1,5,5,5,1,5,1,1,1,5,5,5,5,1,5,5,1,3,5,"Out to most","Not out","Not out","Out to a few","Out to a few","Not out","Not out","Not out","no","no","no",10,8.33333333333333,10,10,3.25,4.83333333333333,1.5,"white","woman","yes","yes","no","grad_student","southwestUS"
96,8,8,8,8,8,8,7,7,7,8,8,8,"very comfortable","very comfortable",NA,NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,7,8,8,NA,NA,NA,"white","man","no",NA,NA,"faculty","southeastUS"
97,8,8,8,8,9,7,7,7,7,7,9,7,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,7,8,7.66666666666667,NA,NA,NA,"white","man","no",NA,NA,"faculty","westUS"
98,2,4,4,3,3,5,5,7,7,7,8,8,"uncomfortable","uncomfortable","comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",3.33333333333333,6.33333333333333,3.66666666666667,7.66666666666667,NA,NA,NA,"white","man","no",NA,NA,"faculty","southwestUS"
99,10,9,10,10,10,8,10,10,10,10,10,10,"neutral","neutral","comfortable",NA,"very comfortable","Man","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.66666666666667,10,9.33333333333333,10,NA,NA,NA,"latinx","man","no",NA,NA,"faculty","southwestUS"
100,9,9,9,8,9,6,10,9,9,10,10,9,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,9.33333333333333,7.66666666666667,9.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","southeastUS"
101,8,10,10,6,7,5,6,5,6,5,9,5,"comfortable","comfortable",NA,NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.33333333333333,5.66666666666667,6,6.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"faculty","outsideUS"
102,6,6,6,5,3,7,0,0,2,0,0,0,"uncomfortable","uncomfortable","comfortable",NA,NA,"A gender that is not listed","Other (please describe)","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6,0.666666666666667,5,0,NA,NA,NA,"other","decline",NA,NA,NA,"other",NA
103,10,10,10,10,10,9,8,8,8,8,8,9,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,9.66666666666667,8.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","westUS"
104,5,5,1,1,5,1,9,9,9,9,9,9,"neutral","neutral","very comfortable",NA,"neutral","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",3.66666666666667,9,2.33333333333333,9,NA,NA,NA,"asian","man","no",NA,NA,"faculty","westUS"
105,10,10,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,"Man","More than one race/ethnicity","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"other","man","no",NA,NA,"industry","westUS"
106,10,10,10,10,10,9,6,6,8,6,8,8,"comfortable","very comfortable",NA,NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,6.66666666666667,9.66666666666667,7.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"other","southwestUS"
107,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable",NA,NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"white","man","no",NA,NA,"faculty","westUS"
108,10,10,10,8,9,8,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,8.33333333333333,10,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
109,9,9,9,10,9,8,8,8,9,9,9,9,"neutral","comfortable","comfortable","neutral","neutral","Man","Asian","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,8.33333333333333,9,9,NA,NA,NA,"asian","man",NA,NA,NA,"faculty","midwestUS"
110,10,9,9,8,8,8,7,8,8,7,8,6,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","Yes",3,4,5,4,5,1,4,5,4,1,5,2,1,1,5,4,1,5,1,4,4,1,4,4,"Out to most","Out","Out to some","Out to some","Out to most",NA,"Out to some","Not out","no","no","yes",9.33333333333333,7.66666666666667,8,7,4,4.41666666666667,1.125,"white","woman","yes","yes","no","postdoc","southwestUS"
111,7,7,7,6,6,5,4,6,4,6,6,5,"comfortable","comfortable","comfortable",NA,"neutral","Woman","White","Yes",2,4,5,2,4,2,4,4,3,2,4,3,3,3,5,3,3,4,2,4,3,3,3,4,"Out to a few","Not out","Not out","Out to a few","Out to a few","Not out","Not out","Not out","no","decline","no",7,4.66666666666667,5.66666666666667,5.66666666666667,3.25,3.75,2.625,"white","woman","yes","yes","no","grad_student","southwestUS"
112,9,10,10,8,8,8,6,6,6,9,8,6,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","Black or African American","Yes",1,1,1,1,5,1,4,5,5,5,5,2,1,1,5,5,1,1,2,5,5,1,5,5,"Out","Out","Out","Out","Out","Out","Out","Out","no","no","no",9.66666666666667,6,8,7.66666666666667,1,4.58333333333333,1.75,"other","man","yes","yes","yes","faculty",NA
113,6,6,7,5,5,9,6,7,8,9,7,5,"neutral","comfortable","very comfortable",NA,NA,"A gender that is not listed","White","Yes",2,3,3,1,4,2,3,4,4,2,4,4,2,1,5,4,2,4,2,4,4,4,5,4,"Out","Out","Out","Out","Out",NA,NA,"Out","no","no","yes",6.33333333333333,7,6.33333333333333,7,2.25,4.08333333333333,2.375,"white","nonbinary/genderfluid","yes","yes","yes","staff","midwestUS"
114,10,10,10,9,10,8,10,10,10,10,10,10,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,9,10,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
115,10,10,10,10,10,9,8,8,8,7,8,9,"comfortable","comfortable","very comfortable",NA,NA,"Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,9.66666666666667,8,NA,NA,NA,"asian","man","no",NA,NA,"faculty",NA
116,6,6,6,7,7,9,9,9,9,9,9,9,"neutral","neutral","very comfortable",NA,"comfortable","Woman","Black or African American","Yes",3,5,4,6,4,1,4,3,4,2,4,3,2,1,5,5,1,4,2,4,4,2,4,4,"Out to most","Out to some","Not out","Not out","Not out","Not out","Not out","Not out","no","no","no",6,9,7.66666666666667,9,4.5,4.08333333333333,1.75,"other","woman","yes","yes","no","faculty","westUS"
117,1,1,1,1,1,1,8,8,8,8,8,8,"uncomfortable","uncomfortable","very comfortable",NA,NA,"Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1,8,1,8,NA,NA,NA,"asian","woman","no",NA,NA,"faculty","northeastUS"
118,10,10,10,10,10,6,10,10,10,6,10,10,"very comfortable","very comfortable","comfortable",NA,"very comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,8.66666666666667,8.66666666666667,NA,NA,NA,"asian","man","no",NA,NA,"faculty","outsideUS"
119,8,8,9,7,9,5,7,8,9,10,10,9,"comfortable","very comfortable","very comfortable",NA,"comfortable","Woman","White","Yes",5,5,6,2,5,1,3,4,3,1,4,3,3,2,5,3,1,5,1,4,5,2,5,5,"Out","Out","Out","Out","Out","Out to some","Out to some",NA,"no","yes","yes",8.33333333333333,8,7,9.66666666666667,4.5,4.25,1.75,"white","woman","yes","yes","yes","faculty","northeastUS"
120,0,5,0,0,0,0,8,8,8,7,7,7,"very uncomfortable","very uncomfortable","very uncomfortable","neutral","very uncomfortable","Man","Asian","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1.66666666666667,8,0,7,NA,NA,NA,"asian","man",NA,NA,NA,"government","outsideUS"
121,10,10,10,10,10,10,9,9,9,10,10,10,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,9,10,10,NA,NA,NA,"white","woman",NA,NA,NA,"faculty","westUS"
122,1,1,1,5,1,0,6,7,8,7,8,5,"very uncomfortable","very uncomfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1,7,2,6.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
123,4,5,5,4,6,6,3,5,5,7,6,6,"comfortable","neutral","neutral","comfortable","very comfortable","Man","White","Yes",4,3,4,5,3,4,3,2,2,3,3,4,3,3,4,3,2,3,2,2,3,4,3,3,"Out to some","Out to some","Out to most","Out to a few","Out","Out to most","Out to most","Out to some","decline","decline","decline",4.66666666666667,4.33333333333333,5.33333333333333,6.33333333333333,4,2.83333333333333,3.125,"white","man","yes","yes","yes","faculty","northeastUS"
124,1,1,1,1,1,1,1,1,1,1,1,1,"very uncomfortable","comfortable","very comfortable","very comfortable","very comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1,1,1,1,NA,NA,NA,"asian","man","no",NA,NA,"undergrad","outsideUS"
125,7,8,6,7,7,4,5,7,6,8,9,8,"neutral","comfortable","comfortable","neutral","very comfortable","Man","More than one race/ethnicity","Yes",2,3,2,3,4,2,2,4,3,3,4,4,4,3,4,4,3,2,2,3,4,4,3,4,"Out to some","Out","Out to most","Out to a few","Not out",NA,"Not out","Out to some","yes","no","yes",7,6,6,8.33333333333333,2.5,3.41666666666667,3.125,"other","man","yes","yes","no","undergrad","westUS"
126,8,10,8,7,8,8,10,10,10,7,9,10,"neutral","neutral","neutral",NA,"neutral","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.66666666666667,10,7.66666666666667,8.66666666666667,NA,NA,NA,"asian","man","no",NA,NA,"faculty","outsideUS"
127,8,8,8,6,6,6,9,9,9,9,9,9,"neutral","comfortable","comfortable","comfortable","comfortable","Woman","Decline to state","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,9,6,9,NA,NA,NA,NA,"woman","no",NA,NA,"staff",NA
128,6,6,7,8,6,4,4,5,5,8,8,4,"very comfortable","comfortable","very comfortable","comfortable","very comfortable","Woman","More than one race/ethnicity","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.33333333333333,4.66666666666667,6,6.66666666666667,NA,NA,NA,"other","woman","no",NA,NA,"faculty","outsideUS"
129,7,7,6,7,7,8,8,8,8,9,8,9,"comfortable","comfortable","comfortable",NA,NA,"Decline to state","Decline to state","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.66666666666667,8,7.33333333333333,8.66666666666667,NA,NA,NA,NA,"decline",NA,NA,NA,"staff","northeastUS"
130,8,10,8,8,8,8,10,10,10,10,10,10,"neutral","comfortable","very comfortable",NA,"neutral","Man","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.66666666666667,10,8,10,NA,NA,NA,"other","man","no",NA,NA,"faculty","midwestUS"
131,7,8,8,7,8,8,2,2,2,2,2,2,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.66666666666667,2,7.66666666666667,2,NA,NA,NA,"latinx","woman","no",NA,NA,"faculty","southwestUS"
